'beta_mu', 'algorithm', 'terminate', 'init_point', 'optimal_soultion', 'ans', 'violation'
(0.1, 2)	Powell	0.001	(10, 0, 10, 0, 10, 0, 10, 0)	(0.0975, 0.011, 0.3426, 0.0219, 0.285, 0.019, -0.0033, 0.209)	0.0907	5
(0.1, 2)	Powell	1e-05	(10, 0, 10, 0, 10, 0, 10, 0)	(0.1001, 0.0001, 0.3886, 0.0667, 0.2803, 0.0044, 0.0001, 0.1592)	0.1042	2
(0.1, 2)	Powell	1e-08	(10, 0, 10, 0, 10, 0, 10, 0)	(0.1, 0.0, 0.397, 0.069, 0.2783, 0.0027, 0.0004, 0.1526)	0.1056	0
(0.1, 2)	Powell	10	(10, 0, 10, 0, 10, 0, 10, 0)	(0.1009, -0.0001, 0.3686, 0.0573, 0.2827, 0.0095, 0.0005, 0.1789)	0.1004	3
(0.1, 2)	Powell	25	(10, 0, 10, 0, 10, 0, 10, 0)	(0.1, 0.0, 0.3972, 0.0691, 0.2782, 0.0027, 0.0004, 0.1524)	0.1056	0
(0.1, 2)	Powell	50	(10, 0, 10, 0, 10, 0, 10, 0)	(0.1, 0.0, 0.3972, 0.0691, 0.2782, 0.0027, 0.0005, 0.1524)	0.1056	0
(0.1, 2)	Powell	0.001	(0, 0, 0, 2, 2, 2, 1, 1)	(0.0975, 0.011, 0.3425, 0.0219, 0.285, 0.019, -0.0033, 0.209)	0.0907	5
(0.1, 2)	Powell	1e-05	(0, 0, 0, 2, 2, 2, 1, 1)	(0.1001, 0.0001, 0.3886, 0.0667, 0.2804, 0.0043, 0.0001, 0.1592)	0.1042	2
(0.1, 2)	Powell	1e-08	(0, 0, 0, 2, 2, 2, 1, 1)	(0.1, 0.0, 0.397, 0.069, 0.2783, 0.0027, 0.0004, 0.1526)	0.1056	0
(0.1, 2)	Powell	10	(0, 0, 0, 2, 2, 2, 1, 1)	(0.1009, -0.0001, 0.3686, 0.0573, 0.2827, 0.0095, 0.0005, 0.1789)	0.1004	3
(0.1, 2)	Powell	25	(0, 0, 0, 2, 2, 2, 1, 1)	(0.1, 0.0, 0.3972, 0.0691, 0.2782, 0.0027, 0.0004, 0.1524)	0.1056	0
(0.1, 2)	Powell	50	(0, 0, 0, 2, 2, 2, 1, 1)	(0.1, 0.0, 0.3972, 0.0691, 0.2782, 0.0027, 0.0004, 0.1524)	0.1056	0
(0.1, 2)	COBYLA	0.001	(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0)	(0.1102, -0.0007, 0.3345, 0.0295, 0.2833, 0.0207, -0.0036, 0.2095)	0.0906	6
(0.1, 2)	COBYLA	1e-05	(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0)	(0.0966, -0.0003, 0.378, 0.0652, 0.2845, 0.0133, 0.0003, 0.1622)	0.1033	2
(0.1, 2)	COBYLA	1e-08	(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0)	(0.0833, 0.0023, 0.3856, 0.0771, 0.286, 0.0123, -0.0, 0.1534)	0.1064	0
(0.1, 2)	COBYLA	10	(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0)	(0.1009, -0.0004, 0.36, 0.0547, 0.285, 0.0153, 0.0001, 0.183)	0.0994	4
(0.1, 2)	COBYLA	25	(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0)	(0.0903, -0.0001, 0.3829, 0.0747, 0.2848, 0.0125, 0.0005, 0.1546)	0.1056	3
(0.1, 2)	COBYLA	50	(1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0)	(0.0628, 0.0038, 0.3988, 0.077, 0.2841, 0.013, 0.0071, 0.1536)	0.1094	1
(0.1, 2)	COBYLA	0.001	(10, 0, 10, 0, 10, 0, 10, 0)	(0.1106, -0.001, 0.3337, 0.0294, 0.2828, 0.0212, -0.0038, 0.2098)	0.0904	6
(0.1, 2)	COBYLA	1e-05	(10, 0, 10, 0, 10, 0, 10, 0)	(0.0964, -0.0, 0.3808, 0.0644, 0.2858, 0.0116, -0.0, 0.1611)	0.1036	2
(0.1, 2)	COBYLA	1e-08	(10, 0, 10, 0, 10, 0, 10, 0)	(0.0793, 0.0017, 0.3905, 0.0732, 0.2882, 0.0115, -0.0, 0.1557)	0.1067	0
(0.1, 2)	COBYLA	10	(10, 0, 10, 0, 10, 0, 10, 0)	(0.1009, -0.0003, 0.3619, 0.0496, 0.2842, 0.0159, -0.0, 0.1864)	0.0989	3
(0.1, 2)	COBYLA	25	(10, 0, 10, 0, 10, 0, 10, 0)	(0.0834, -0.0001, 0.387, 0.0742, 0.288, 0.0107, 0.0003, 0.1563)	0.1063	2
(0.1, 2)	COBYLA	50	(10, 0, 10, 0, 10, 0, 10, 0)	(0.0836, 0.0014, 0.3906, 0.0729, 0.2872, 0.01, -0.0001, 0.1544)	0.1064	2
(0.1, 2)	COBYLA	0.001	(0, 0, 0, 2, 2, 2, 1, 1)	(0.1099, -0.0006, 0.3352, 0.0289, 0.283, 0.0208, -0.0035, 0.2094)	0.0907	6
(0.1, 2)	COBYLA	1e-05	(0, 0, 0, 2, 2, 2, 1, 1)	(0.0984, -0.0, 0.3766, 0.0684, 0.2831, 0.0135, 0.0003, 0.1595)	0.1035	1
(0.1, 2)	COBYLA	1e-08	(0, 0, 0, 2, 2, 2, 1, 1)	(0.0658, 0.0026, 0.3846, 0.0868, 0.2732, 0.0179, 0.0031, 0.1659)	0.1083	0
(0.1, 2)	COBYLA	10	(0, 0, 0, 2, 2, 2, 1, 1)	(0.1009, -0.0003, 0.3609, 0.0516, 0.2814, 0.0188, 0.0009, 0.1844)	0.0992	4
(0.1, 2)	COBYLA	25	(0, 0, 0, 2, 2, 2, 1, 1)	(0.0657, 0.0006, 0.3877, 0.0868, 0.2729, 0.0185, 0.0021, 0.166)	0.1088	1
(0.1, 2)	COBYLA	50	(0, 0, 0, 2, 2, 2, 1, 1)	(0.0609, 0.0015, 0.3841, 0.0852, 0.275, 0.0238, 0.0056, 0.1637)	0.1087	0
