-0.295
0.28
0.492
2.015
-0.017
-0.057
-0.044
-0.076
-0.083
-0.147
-0.03
0.008
0.45
0.795
0.012
-0.094
-0.014
-0.084
-0.096
-0.321
0.068
-0.4
-0.119
-0.086
-0.082
-0.063
0.104
0.272
-0.004
-0.101
0.088
0.03
0.302
-0.152
-0.086
0.139
-0.186
-0.052
-0.452
0.013
-0.021
0.382
0.219
0.409
0.054
0.103
0.077
-0.04
-0.046
-0.165
-0.455
-0.073
0.213
0.118
0.027
-0.042
-0.073
0.025
-0.163
0.106
-0.003
-0.074
-0.257
0.017
0.157
-0.205
-0.016
0.003
0.367
0.314
0.265
0.158
0.161
-0.078
-0.199
0.925
-0.165
-0.246
-0.223
0.14
0.106
0.012
-0.249
0.094
-0.036
-0.014
-0.081
-0.218
-0.099
-0.093
0.153
-0.109
0.033
-0.133
-0.221
0.035
