2020,4.67
2019,4.47
2018,4.53
2017,4.12
2016,4.77
2015,5.39
2014,3.31
2013,2.46
2012,4.74
2011,3.89
2010,6.61
2009,0
2008,5.27
2007,3.39
2006,4.11
2005,5.66
2004,4.99
2003,4.1
2002,3.13
2001,0
2000,0
1999,0
1998,0
1997,0
