2020,0
2019,2.18
2018,2.12
2017,0
2016,4.52
2015,0
2014,0
2013,0
2012,0
2011,2.34
2010,0
2009,0
2008,0
2007,2.86
2006,3.36
2005,7.24
2004,3.32
2003,7.07
2002,4.33
2001,6.26
2000,5.16
1999,0
1998,5.95
1997,4.16
