2020,6.17
2019,6.81
2018,5.82
2017,6.21
2016,5.47
2015,5.67
2014,6.28
2013,6.64
2012,5.05
2011,6.56
2010,1.25
2009,4.24
2008,4.74
2007,2.19
2006,2.38
2005,2.82
2004,3.22
2003,3.15
2002,3.61
2001,3.47
2000,2.35
1999,2.16
1998,3.41
1997,3.01
