2020,2.64
2019,4.78
2018,3.37
2017,3.33
2016,3.61
2015,3.22
2014,2.45
2013,2.88
2012,3.57
2011,4.16
2010,4.84
2009,5.5
2008,5.45
2007,4.65
2006,4.56
2005,4.62
2004,3.84
2003,1.42
2002,1.48
2001,5.15
2000,1.91
1999,1.92
1998,4.47
1997,4.57
