2020,0
2019,0
2018,0
2017,0
2016,0
2015,0
2014,0
2013,0
2012,0
2011,11.5
2010,0
2009,1.28
2008,11.2
2007,1.69
2006,13.2
2005,11.3
2004,8.62
2003,2.44
2002,0
2001,6.32
2000,6.35
1999,3.01
1998,6.65
1997,4.53
