2020,6.94
2019,6.57
2018,3.52
2017,3.24
2016,4
2015,6.23
2014,5.09
2013,5.08
2012,7.17
2011,5.88
2010,6.84
2009,6.28
2008,7.23
2007,5.65
2006,8.22
2005,10.1
2004,6.35
2003,3.41
2002,1.72
2001,4.09
2000,6.73
1999,5.8
1998,6.24
1997,3.58
