富邦金,0.0651 0.0471 0.0515 0.0675 0.0541 0.0553 0.0608 0.039
國泰金,0.0471 0.0702 0.0439 0.0331 0.0686 0.0645 0.0815 0.046
台積電,0.0515 0.0439 0.2367 0.1366 0.0794 0.1002 0.0972 0.048
華碩,0.0675 0.0331 0.1366 0.435  0.0732 0.1076 0.1655 0.178
亞泥,0.0541 0.0686 0.0794 0.0732 0.1433 0.1101 0.1061 0.053
南亞,0.0553 0.0645 0.1002 0.1076 0.1101 0.1123 0.1248 0.069
陽明,0.0608 0.0815 0.0972 0.1655 0.1061 0.1248 0.3425 0.124
華航,0.0395 0.0465 0.0488 0.1788 0.0537 0.0699 0.1244 0.108
